"","x"
"39","Profitricks zum Abschauen: #MakeupArtist @AnnaPosch zeigt dir, wie du #Concealer optimal einsetzt: http://t.co/MNZXLDdzq9 #Tutorial"
"40","Jetzt zuschlagen: bei uns gibt´s im Februar -35% auf viele Düfte und Duftsets! ������ Auch einige tolle… http://t.co/RQfysM3zmm"
"41","@B_BeautyGossip Viel Spaß beim Testen, freuen uns schon auf deinen Bericht! :-)"
"42","pimpmeup_ ist ""in love"" mit unseren Coloured Sand Nagellacken von #LOOKBYBIPA ������ Was haltet ihr von… http://t.co/XJ6Bnoqp9f"
"43","So verwöhnst du deinen Schatz nicht nur am #Valentinstag: http://t.co/g38ZkigEGO #BeautyLounge #Massage"
"44","@brainosoph ... unsere BabyDays beworben werden, sind wir verpflichtet, diese Produktkategorie von der Aktion auszunehmen. Liebe Grüße [3/3]"
"45","@brainosoph Verordnung des Bundesministers für Gesundheit &amp; Konsumentenschutz über Säuglingsanfangsnahrung &amp; Folgenahrung fest. Da... [2/3]"
"46","@brainosoph Liebe Sophie, es ist gesetzlich untersagt, für Pre- und 1er-Nahrung aktiv zu werben. Das legt das Bundesgesetzblatt 531,.. [1/3]"
"47","@B_BeautyGossip danke für die spannende Review :-)"
"48","#LOOKBYBIPA hat alles, was du für den coolen #Zebra-Look brauchst: von süßen Kosmetikbags über… http://t.co/LmnmkoObae"
"49","#Gewinne jetzt bei uns auf Facebook 5 x 2 Tickets zum Filmstart von #FiftyShadesofGrey inkl. Lovepackage für danach: http://t.co/hc24bsQzpW"
"50","Grüne #SmokeyEyes à la #CherylCole - so geht's: http://t.co/s4N0PerHVJ"
"51","Der #iQCOSMETICS Colour Flash #Nagellack präsentiert sich ab sofort in sieben aufregenden neuen Farben… http://t.co/Jcy2MmkwLo"
"52","Gib deinem Lieblingsduft neuen Pep - So geht's: http://t.co/2hAlCWNAtF"
"53","@petra_next_door :-) viel Freude damit!"
"54","Für manche ist ein #Lidstrich eine wahre Zitterpartie. Unser Tipp: vom inneren Augenwinkel bis zum… http://t.co/ZQ3LVhRENZ"
"55","Auch Männerhaut braucht Schutz vor Wind &amp; Kälte: http://t.co/TiaumzFz0F #Pflege #Haut #Mann #Winter"
"56","Marilyn Monroe´s Signature Look war ja immer der perfekt gezogene #Eyeliner. Mit perlmuttfarbenem… http://t.co/rh8HInPz6P"
"57","Erster Tipp: #Primer aufs Lid auftragen und dann transparentes Puder darüber pinseln. So kann sich der… http://t.co/5Fym0F5TZO"
"58","Am 14.2. ist #Valentinstag! Mit diesen romantischen #Geschenkideen triffst du garantiert mitten ins #Herz http://t.co/sdzz2fPtSh #BIPApresse"
"59","5 #Tricks für den perfekten #Lidstrich: http://t.co/o6dYS7aVuh #Beauty #Makeup #Tipp"
"60","Heute im #BIPAonlineshop einkaufen &amp; deine Lieferung kommt #versandkostenfrei zu dir nach Hause! :-) http://t.co/MDmdsTKOuJ #Sonntagsshopper"
"61","Auf unserer #Facebook Seite gibt's nun 5 #bigood Haushaltspackages zu #gewinnen. Gleich vorbeischauen &amp; mitmachen: http://t.co/0aKpGSrfdR"
"62","Mit diesen #Tipps hält dein #Makeup jeder Skipiste stand: http://t.co/Fe1OUwMqTi"
"63","@SuperPunkyCat schön, dass wir dir eine Freude machen konnten :-)"
"64","Schon unsere #iQCOSMETICS Velvet Glow Shadow Quartets getestet? #Swatches zu allen 8 Nuancen gibt´s… http://t.co/a1ujJcCAVn"
"65","Mit der neuen #LOOKBYBIPA #LimitedEdition holen wir schon jetzt süße Frühlingsfarben auf unsere Nägel: http://t.co/sdzz2fPtSh #BIPApresse"
"66","Mit diesen #Tipps gelingt ein nachhaltiger Küchenputz bestimmt: http://t.co/rxh9ttseAT #bigood"
"67","Wir umarmen euch alle ganz fest zum heutigen #Weltknuddeltag! ������ #BIPA http://t.co/qPn8n8OsnE"
"68","#SneakPeek: Die #iQCOSMETICS Nude &amp; Care Nagelserie bringen deine Nägel zum Strahlen: #NailPolish,… http://t.co/QpPpLiTYtr"
"69","@Cherrybl_Beauty Schön, dass wir dir eine Freude machen konnten. Viel Spaß beim Ausprobieren! :-)"
"70","Ob auf der Schipiste, beim Wellness Programm daheim oder als spezielle Pflege bei trockener… http://t.co/sYOi9bgJpL"
"71","Mit der neuen #iQCOSMETICS Nude &amp; Care Nagelserie erstrahlen deine #Nägel in strahlendem &amp; gepflegtem Glanz: http//bit.ly/BIPA_presse"
"72","Wir suchen talentierte Nachwuchskräfte für insgesamt 65 Lehrstellen im ganzen Land: http://t.co/sdzz2fPtSh #BIPApresse #BIPAkarriere"
"73","Der Dating-Guide für den #Mann geht in die 3. Runde. Diesmal dreht sich alles um die #Augenpflege: http://t.co/lZFz2DqAGZ"
"74","5 Lebensretter für die Ballnacht: http://t.co/h2vwxVTvKY #BeautyTipp #Ball #Makeup"
"75","@NIKA80s thank you for your review! :-) @merkurmarkt @REWE_Supermarkt @billa_at"
"76","#BIPApresse: Unsere #bigood Haushaltsprodukte haben Zuwachs bekommen. Ideal für einen nachhaltigen Küchenputz: http://t.co/t9y5VyTIp7"
"77","Welche #Mascara war 2014 dein Favorit? #Bestof2014 #Beautytalk #BIPA http://t.co/l30hgTs89b"
"78","Mit diesen #Tipps von #Makeup Artist @AnnaPosch findest du garantiert die richtige #Foundation-Farbe: http://t.co/SdpdYaz1pe"
"79","#BIPApresse: Auch heuer nimmt die REWE International AG wieder 700 Lehrlinge auf. Jetzt mehr erfahren: http://t.co/t9y5VyTIp7 #BIPAkarriere"
"80","In unserem neuen #createyourlook #Videotutorial erfährst du, wie du Schritt für Schritt zu diesem… http://t.co/V6gX6DGd0B"
"81","Schon probiert? Süßes Nageldesign in weiß &amp; silber: http://t.co/bAYOOBvYEV"
"82","@Cherrybl_Beauty Schön, dass wir dir eine Freude machen konnten. :-) Freuen uns schon auf dein Mail!"
"83","@Cherrybl_Beauty Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns deine Kontaktdaten an gewinn@bipa.at - Liebe Grüße :-)"
"84","#Gewinne jetzt mit etwas Glück 4 x 2 Karten zum #WienerOpernball inkl. Top-#Styling &amp; Übernachtung in #Wien: http://t.co/jCWgoP5Dkd"
"85","Jetzt sind wieder #BabyDays, und zwar am 5., 7. &amp; 8.1. Alle Vorteile im Überblick gibt's hier: http://t.co/WzOieSHGIZ"
"86","Abschied vom Stillen: So schaffst du den sanften Übergang zu Fläschchen &amp; fester Kost: http://t.co/sUhRV7LCSy #Baby #Tipps #Ratgeber"
"87","Mit diesen #Beautytipps siehst du auch nach einer langen Silvesternacht strahlend schön aus: http:http://t.co/QDH7swzwGY #Tipp #Silvester"
"88","Euch allen einen guten Rutsch ������������������
Wie schauts bei euch mit guten Vorsätzen für #2015 aus?… http://t.co/83I7FI6C4T"
"89","Das perfekte #Makeup für heute Abend: http://t.co/BJPgm53ZnF #Silvester #NewYearsEve #Tutorial"
"90","@Adelheid_Fuchs Es hat geklappt! :-) Vielen Dank für die Bemühungen &amp; sorry für die Umstände. GLG &amp; einen guten Rutsch :-)"
"91","@Adelheid_Fuchs oje, bei uns ist leider noch immer nichts angekommen. :-( Wir schicken dir mal eine Direktnachricht, vielleicht klappt's so."
"92","Das neue Jahr steht beinahe vor der Tür. Höchste Zeit für einen Blick in die Sterne. :-) ☆ http://t.co/6dzwVc8G2g #Horoskop #Beauty #2015"
"93","@x_iambianca_x Andernfalls verfällt der Anspruch auf den Gewinn &amp; ein anderer Gewinner wird ausgewählt. Vielen Dank &amp; liebe Grüße! (2/2)"
"94","@x_iambianca_x Leider haben wir noch kein Mail von dir erhalten. Bitte schick uns bis 5.1.15 deine Kontaktdaten an gewinn@bipa.at (1/2)"
"95","Wir danken euch für's Mitmachen beim #BIPAadvent &amp; wünschen euch ein besinnliches Weihnachtsfest mit euren Liebsten! #FroheWeihnachten! &lt;3"
"96","PS: Der Gewinner des letzten Türchens wird am Montag (29.12.) bekannt gegeben! Bis dahin könnt ihr noch beim #BIPAadvent mitmachen! :-)"
"97","Das letzte Türchen öffnet sich &amp; wir fragen uns: Welchen #Duft hättest du lieber? :-) #BIPAadvent http://t.co/oJWpSdWXdK"
"98","Das vorletzte Türchen hat @cupcakesballoon gewonnen, herzliche Gratulation! :-) Gleich geht's weiter beim #BIPAadvent &lt;3"
"99","@cupcakesballoon Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at. LG :-)"
"100","Damit gelingt dir garantiert ein strahlender Auftritt. Von welcher Marke ist der heutige Gewinn? :-) #BIPAadvent http://t.co/LQFvs9sAr1"
"101","Ein paar Stylingideen aus der #BIPA Zentrale... ������
Wir ❤️ #Rudolph! #hohoho #Weihnachten #Christmas #Xmas http://t.co/Wglb1QuUss"
"102","Das gestrige Türchen hat @cary254 gewonnen, herzliche Gratulation! Gleich öffnet sich das vorletzte Fensterchen beim #BIPAadvent. :-)"
"103","@cary254 Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at. :-)"
"104","@Pflatsch Alle, die korrekt teilnehmen, kommen in die Ziehung (nach dem Zufallsprinzip). Dir drücken wir die Daumen fürs nächste Mal :)"
"105","Wie heißen die Beauty-Expertinnen aus unseren #createyourlook Tutorials? Tipp: http://t.co/r67ZxOilSS #BIPAadvent ;-) http://t.co/H6s6CQo3sx"
"106","Die Türchen vom Wochenende haben @LisaMariaDirry, @maboulah, @Jaaseemin, @xxjuliaxx &amp; @chrisilein1 gewonnen! Herzliche Gratulation! :-)"
"107","@Jaaseemin Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at! LG :-)"
"108","@Adelheid_Fuchs Leider ist das Mail nicht bei uns angekommen :-( Bist du so lieb und schickst es uns nochmal? Vielen Dank &amp; liebe Grüße!"
"109","@chrisilein1 Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at! LG :-)"
"110","@xxjjuliaxx Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at! LG :-)"
"111","@maboulah Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at! LG :-)"
"112","@LisaMariaDirry Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at! LG :-)"
"113","#Wahr oder #Falsch: In Österreich feiern wir am 25.12. Stefanitag? ;-) Reply mit #BIPAadvent &amp; dem richtigen Hashtag. http://t.co/VJaJsklAKc"
"114","Aus welchem Land kommt die Kosmetikmarke @GOSHCosmetics? #BIPAadvent http://t.co/8R4d70QAmn"
"115","Guten Morgen! Die #BIPAadvent GewinnerInnen von Türchen 19 bis 21 werden Montagfrüh bekannt gegeben. :-)"
"116","@BettinaHorvath Danke für dein Feedback! :-)"
"117","Mit diesem Package wird's zu Weihnachten richtig kuschelig! Wie hältst du dich im #Winter warm? #BIPAadvent http://t.co/vbNFUeTKtc"
"118","Türchen Nr. 18 hat @Adelheid_Fuchs gewonnen, gratuliere! :-) Gleich geht's weiter beim #BIPAadvent"
"119","@Adelheid_Fuchs Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at :-) LG"
"120","Vom Büro direkt zur #XmasParty... Make-up Artist Anna von poschstyle zeigt dir auf unserem Youtube… http://t.co/miy8faq2yw"
"121","Was bin ich? Produkt erraten, mit #BIPAadvent kommentieren &amp; mit etwas Glück gewinnen. :-) http://t.co/I0PepYcw8Z"
"122","Heute gibt es ein tolles Produktpackage von #iQCOSMETICS zu gewinnen. Stay tuned! #BIPAadvent http://t.co/7FLCsMZssQ"
"123","Türchen Nr. 17 hat @Erdbeere_Michi gewonnen, gratuliere! :-) Gleich geht's weiter beim #BIPAadvent"
"124","@Erdbeere_Michi Gratuliere, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at :-) LG"
"125","@BettinaHorvath Wir haben dein Anliegen intern weitergeleitet. Unser Kundenservice wird sich das nochmals mit einem Techniker ansehen. GLG"
"126","@BettinaHorvath Dann können wir dir gleich weiterhelfen. Gerne kannst du uns auch deine Nr per Nachricht schicken &amp; wir rufen dich an. (2/2)"
"127","@BettinaHorvath Es tut uns leid, dass du Probleme bei deiner Online-Bestellung hattest. Bitte ruf uns doch unter 0800/449944 an. (1/2)"
"128","Türchen Nr. 17 öffnet sich: Wann findet der Wiener Opernball 2015 statt? #BIPAadvent http://t.co/oK5TSjFJcj"
"129","Das gestrige Türchen haben @ninaNH &amp; @renave gewonnen - wir gratulieren euch von Herzen! :-) Gleich geht's weiter beim #BIPAadvent!"
"130","@ninaNH Du hast beim #BIPAadvent gewonnen, gratuliere! Bitte schick uns deine Adresse an gewinn@bipa.at :-)"
"131","@renave Herzlichen Glückwunsch, du hast beim #BIPAadvent gewonnen! Bitte schick uns ein Mail mit deinen Kontaktdaten an gewinn@bipa.at :-)"
"132","❤️ROT❤️
Jetzt gibt´s -35% auf viele Düfte und -25% auf alle Duftsets :-) #BIPA http://t.co/o8PPo2pRg2"
"133","Wie viele #Produkte befinden sich im heutigen Gewinnpackage? Reply mit #BIPAadvent :-) #Gewinnspiel #Adventkalender http://t.co/Xp6RdTkZbO"
"134","@mina_lilium hat das MY men Package beim #BIPAAdvent gewonnen... gleich öffnet sich das heutige Fenster :-)"
"135","@x_iambianca_x - bitte lass uns noch deine Adresse an gewinn@bipa.at zukommen, damit wir dir den Gewinn zukommen lassen können :-)"
"136","@mina_lilium - Du hast gewonnen :-) Bitte lass uns mit dem Betreff ""Twitter 15.12."" an gewinn@bipa.at zukommen. Danke!"
"137","Den wievielten Adventsonntag haben wir gestern gefeiert? Einfach mit #BIPAadvent antworten &amp; mitmachen. http://t.co/VDAnbk28K5"
"138","@Jacqui89Bader @Sunni331 @fizzy_nata @SuperPunkyCat @marlenekladnik haben beim #BIPAAdvent dieser Tage abgeräumt... gleich geht´s weiter!"
"139","@marlenekladnik Wir uns auch! Du hast gewonnen! Bitte lass uns deine Anschrift mit dem Betreff ""Twitter 14.12."" an gewinn@bipa.at zukommen!"
"140","@fizzy_nata Du hast eines der Sets gewonnen :-) Bitte lass uns deine Anschrift mit dem Betreff ""Twitter 13.12."" an gewinn@bipa.at zukommen!"
"141","@SuperPunkyCat Du hast eines der Sets gewonnen - bitte lass uns deine Anschrift mit dem Betreff ""Twitter 13.12."" an gewinn@bipa.at zukommen!"
"142","@Sunni331 - Gute Tipps :-) Du hast gewonnen! Bitte lass uns an gewinn@bipa.at mit dem Betreff ""Twitter 13.12."" deine Anschrift zukommen!"
"143","@Jacqui89Bader - du hast am Freitag gewonnen! Bitte lass uns deine Anschrift mit dem Betreff ""Twitter 12.12."" an gewinn@bipa.at zukommen :-)"
"144","@HolyCorny Kein Problem, verstehen wir voll und ganz. Dir einen guten Start in die Woche :-)"
"145","Vervollständige: Zu #Weihnachten wünsche ich mir ...? Reply mit #BIPAadvent. #Adventkalender #Gewinnspiel #Advent http://t.co/GxDzuyFK0v"
"146","Was ist dein #Tipp für ein strahlendes Lächeln? #BIPAadvent Hier geht's zur Spielanleitung: http://t.co/KYu5IcqKzp http://t.co/2VwznCkgAR"
"147","Guten Morgen! Die #BIPAadvent GewinnerInnen von Türchen 12 bis 14 werden Montagfrüh bekannt gegeben. :-)"
"148","Die britische Herzogin Kate ist bekanntlich wieder schwanger: Wie heißt ihr erstes Kind? Reply mit #BIPAadvent. http://t.co/OHVeq0Uu4K"
"149","Beim #BIPAAdvent hat gestern @ananas_tina den Preis abgestaubt... Gleich gibt´s die nächste Chance ;-)"
"150","@ananas_tina Du hast gewonnen :-) Bitte lass uns an gewinn@bipa.at deine Anschrift mit dem Betreff ""Twitter 11.12."" zukommen!"
"151","#Fashionistas aufgepasst: Wozu würdet ihr diese schicken #Accessoires tragen? Reply mit #BIPAadvent &amp; gewinne. :-) http://t.co/zjY2TJwi2p"
"152","Die gestrige Gewinnerin beim #BIPAAdvent: @Verena_Mue... und gleich öffnet sich das heutige Fenster :-)"
"153","@Verena_Mue Korrrekt! Gratulation, du hast gewonnen. Bitte schick uns ein Mail mit ""Advent 10.12."" und deiner Anschrift an gewinn@bipa.at."
"154","@HolyCorny Die Gewinner haben wir gestern bekannt gegeben - mit #BIPAAdvent findest du die Tweets dazu :-)"
"155","Wieviel mal schlafen sind's noch bis zum Heiligen Abend? :-) #BIPAadvent http://t.co/yKk0j4b9NI"
"156","@semka05 hat beim gestrigen #BIPAAdvent Fenster gewonnen... und gleich geht´s weiter..."
"157","@semka05 Herzlichen Glückwunsch, du hast das Gillette Package gewonnen. Bitte schick uns deine Adresse an gewinn@bipa.at!"
"158","#Newin - Das neue Nude Make-up Kit von #b_pretty liefert dir mit 12 Eyeshadows alles für ein… http://t.co/xJA4CiJgvG"
"159","@BettinaHorvath Das tut uns sehr leid - bitte sag uns die Artikelnr. des defekten Produktes, wir schicken es dann umgehend nach."
"160","@BettinaHorvath Unser Callcenter ist bis 19:00 besetzt, wir gehen bereits der Frage nach, was am Freitag los war..."
"161","Was bin ich? Produkt erraten, mit #BIPAadvent kommentieren &amp; gewinnen. http://t.co/jOXF13qFgO"
"162","Heute gibt's ein edles Rasur-Package von @Gillette zu #gewinnen. Gleich geht's los beim #BIPAadvent! http://t.co/DkGT3c3Bkr"
"163","@LisaGetsFit95 hat gestern gewonnen. Das Thema Kekse ist scheinbar brandheiß ;-) Und gleich geht´s weiter mit dem #BIPAAdvent!"
"164","@LisaGetsFit95 omnomnom... mit dieser Antwort hast du gewonnen - bitte schick uns deine Anschrift an gewinn@bipa.at! :-)"
"165","@BettinaHorvath Da seufzen wir gleich erleichtert mit! Freut uns, dass das Packerl gut angekommen ist&amp;sorry nochmal fürs Warten am Telefon!"
"166","Am Samstag war @herzchen55 ganz nah dran beim Schätzen zum #BIPAAdvent. Gratulation zum Gewinn! Stand heute gibt es 619 BIPA Filialen!"
"167","@hey_fisch - korrekt ;-) Gratulation, du hast beim #BIPAAdvent am Sonntag gewonnen. Bitte schick uns deine Kontaktdaten an gewinn@bipa.at."
"168","@s_a_r_i_t_z hat am 5.12. beim #BIPAAdvent gewonnen :-)"
"169","@herzchen55 - du hast am Samstag gewonnen :-) Bitte schick uns deine Adresse an gewin@bipa.at :-)"
"170","@s_a_r_i_t_z Gratulation, du hast gewonnen, Sarah. Bitte schick uns ein Mail an gewinn@bipa.at mit deiner Adresse :-)"
"171","@BettinaHorvath Danke :-) Wir sind schon an der Sache dran und melden uns in Kürze bei dir!"
"172","@BettinaHorvath Es tut uns sehr leid, dass du dich so ärgern musst. Lass uns deine Kontaktdaten zukommen, wir finden eine Lösung."
"173","@BettinaHorvath Bitte entschuldige die Unannehmlichkeiten, sobald wir deine Kontaktdaten haben, kümmern wir uns umgehend um die Sache!"
"174","@BettinaHorvath Sorry, das war definitiv ein Versehen - sobald wir deine Kontaktdaten haben, gehen wir dem Problem nach!"
"175","@BettinaHorvath Es tut uns sehr leid, wie das gelaufen ist. Bitte schick uns deine Kontaktdaten an info@bipa.at - wir finden eine Lösung!"
"176","@BettinaHorvath Auch hier: sorry! Schick uns bitte an info@bipa.at deine Kontaktdaten, wir gehen dem umgehend nach!"
"177","@BettinaHorvath Sorry, das war definitiv ein Versehen. Schickst du uns bitte an info@bipa.at deine Kontaktdaten, wir gehen dem umgehend nach"
"178","Türchen Nr. 8 öffnet sich: Welche sind eure Lieblingskekse? #BIPAadvent http://t.co/hfKJi8mQxI"
"179","#Advent, Advent... das wievielte Kerzchen heute wohl schon brennt? :-) Antworte mit #BIPAadvent &amp; gewinne.. http://t.co/rLO9svYxFK"
"180","Schätzfrage: Wie viele #BIPAfilialen gibt es derzeit in Österreich? Antworte mit #BIPAadvent. http://t.co/BL1hLYtVO0"
"181","Guten Morgen! Die #BIPAadvent GewinnerInnen von Türchen 5 bis 8 werden am Dienstag bekannt gegeben. :-)"
"182","An welchem Wochentag findet heuer #Weihnachten statt? :-) Mit #BIPAadvent kommentieren &amp; gewinnen! http://t.co/hbHeqH0wUM"
"183","@x_iambianca_x ist die glückliche Gewinnerin des #bigood Produktpackages... gleich geht´s weiter mit der Frage für heute :-)"
"184","@x_iambianca_x Du darfst dich bald über das bi good Produktpackage freuen - bitte schick uns deine Adresse an gewinn@bipa.at :-)"
"185","@Mrs_Almi @adebzen @KlausSchwertner @GDemmel @BILLA_AT @merkurmarkt - wie das bei BIPA geht: http://t.co/P56SGjDxhU"
"186","#bigood zur #Umwelt: Sag uns, was du tust, um nachhaltig zu leben &amp; gewinne beim #BIPAadvent. http://t.co/r68Cw28fdM"
"187","Gratulation an @sa_mir3 und @amixeres86 - ihr seid die glücklichen Gewinner des 3. Adventkalenderfensters!"
"188","@Maun_F Hoppla, danke für den Hinweis, Manuela. 2. Gewinner ist gezogen. Wir drücken dir die Daumen, dass du auch mal gewinnst :-)"
"189","@c_overthetop Gratulation - du hast ein Set gewonnen. Bitte schick uns deine Anschrift an gewinn@bipa.at!"
"190","Noch bis 7.12. :-) RT @Babsi_Sunshine: Essie Aktion 2+1 gratis bei @BIPA - Mädels lauft! Go for it!!… http://t.co/pIAlmXhs1e"
"191","Türchen 2 öffnet sich :-) Womit entfernt man am besten Nagellack? Antworte mit #BIPAadvent http://t.co/M5GDr5aPXC"
"192","Vielen Dank für die vielen Teilnahmen :-) @lieber6 hat gestern gewonnen... und gleich geht´s weiter mit dem 2. Fenster!"
"193","@lieber6 - Gratulation, du hast gewonnen! Bitte lass uns an gewinn@bipa.at deine Anschrift zukommen :-)"
"194","Wie heißt der Song aus unserem neuen TV-Spot? Kleiner Tipp: http://t.co/LBrsBQu5nh ;-) Antworte mit #BIPAadvent! http://t.co/SYqizZNlo2"
"195","Heute öffnet sich das erste #Advenkalender-Kästchen beim #BIPAadvent! Hier geht's zu den Teilnahmebedingungen: http://t.co/KYu5IcqKzp"
"196","#Advent, Advent der Countdown rennt! Ab morgen gibt's jeden Tag #XMAS Produktpackages zu gewinnen. Haltet Ausschau nach #BIPAadvent :-)"
"197","#Sonntagsshopper aufgepasst: Heute gibt's -15% auf alle #OnlineOnly Produkte im #BIPAonlineshop! Gleich losshoppen http://t.co/nqU1uHAcVu"
